"","Country.Name","Country.Code","variable","Adolescent fertility rate (births per 1,000 women ages 15-19)","Agriculture, forestry, and fishing, value added (% of GDP)","Annual freshwater withdrawals, total (% of internal resources)","Births attended by skilled health staff (% of total)","CO2 emissions (metric tons per capita)","Contraceptive prevalence, any methods (% of women ages 15-49)","Domestic credit provided by financial sector (% of GDP)","Electric power consumption (kWh per capita)","Energy use (kg of oil equivalent per capita)","Exports of goods and services (% of GDP)","External debt stocks, total (DOD, current US$)","Fertility rate, total (births per woman)","Foreign direct investment, net inflows (BoP, current US$)","Forest area (sq. km)","GDP (current US$)","GDP growth (annual %)","GNI per capita, Atlas method (current US$)","GNI per capita, PPP (current international $)","GNI, Atlas method (current US$)","GNI, PPP (current international $)","Gross capital formation (% of GDP)","High-technology exports (% of manufactured exports)","Immunization, measles (% of children ages 12-23 months)","Imports of goods and services (% of GDP)","Income share held by lowest 20%","Industry (including construction), value added (% of GDP)","Inflation, GDP deflator (annual %)","Life expectancy at birth, total (years)","Merchandise trade (% of GDP)","Military expenditure (% of GDP)","Mobile cellular subscriptions (per 100 people)","Mortality rate, under-5 (per 1,000 live births)","Net barter terms of trade index (2000 = 100)","Net migration","Net official development assistance and official aid received (current US$)","Personal remittances, received (current US$)","Population density (people per sq. km of land area)","Population growth (annual %)","Population, total","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","Poverty headcount ratio at national poverty lines (% of population)","Prevalence of HIV, total (% of population ages 15-49)","Prevalence of underweight, weight for age (% of children under 5)","Primary completion rate, total (% of relevant age group)","Revenue, excluding grants (% of GDP)","School enrollment, primary (% gross)","School enrollment, primary and secondary (gross), gender parity index (GPI)","School enrollment, secondary (% gross)","Statistical Capacity score (Overall average)","Surface area (sq. km)","Tax revenue (% of GDP)","Terrestrial and marine protected areas (% of total territorial area)","Time required to start a business (days)","Total debt service (% of exports of goods, services and primary income)","Urban population growth (annual %)"
"11","Australia","AUS",2009,15.1808,2.29172039725587,NA,99.1,18.2001819589981,61.96,150.791419123502,10791.5930978208,5862.55194383105,23.0048129381936,NA,1.971,28683266147.8801,1240970,927805183330.879,1.93692176952554,44050,38890,955474917195.734,843523436833.383,27.3960536287491,14.1915399207429,94,22.7930912712426,NA,26.9990358252423,5.00187786897757,81.5439024390244,34.4686584797781,1.92917969094082,102.0649721,5,162.8983843,NA,NA,1334648952.60383,2.82359449643987,2.0610451296841,21691700,NA,NA,0.1,NA,NA,24.5035293557487,105.30213,NA,NA,NA,7741220,22.0436537065179,NA,2.5,NA,2.20221763850756
"12","Australia","AUS",2010,14.2212,2.19756826525444,NA,99.1,17.7408450531619,NA,153.790596961052,10726.9281831902,5793.11602573559,19.810007754315,NA,1.928,35210733743.0829,1232110,1146138465603.81,2.06746567730687,46630,37800,1027320355910.53,832727650434.187,26.8511409755989,13.9068755275918,94,20.8396639745591,7.3,25.1514166418821,1.16723349576084,81.6951219512195,36.1451092021202,1.86239977396025,101.558682,4.8,178.7263134,NA,NA,1864472761.35169,2.86785858401781,1.55548958906995,22031750,0.5,NA,0.1,NA,NA,23.3541677714068,105.6194,NA,NA,NA,7741220,20.5269552747402,NA,2.5,NA,1.69528537779197
"13","Australia","AUS",2011,13.2616,2.27654236627696,NA,99.1,17.5388777559057,NA,151.161183425836,10627.2938650379,5745.23218954465,21.4364170540906,NA,1.926,65554890649.5348,1235190,1396649906339.35,2.46278617259068,50320,40280,1124159993469.48,899875053935.933,26.5072122273973,15.1979680635348,94,20.4703160052576,NA,26.4361276332007,6.25272941586204,81.8951219512195,36.9050252078536,1.76938986414435,105.5506209,4.5,200.2885825,NA,NA,2449287569.05191,2.90798641031983,1.38952731561803,22340024,NA,NA,0.1,NA,NA,22.738669878062,105.6897,NA,NA,NA,7741220,20.3503122216089,NA,2.5,NA,1.52795741614347
"14","Australia","AUS",2012,12.302,2.25474804896169,3.14024390243902,NA,17.0729046803908,67.75,149.891763054867,10407.7403070759,5575.28709327857,21.4808284059974,NA,1.92,57550426822.6138,1238270,1546151783872.96,3.91816177220686,60210,41520,1368690222559.22,943990546160.514,27.7425576441621,14.673688563608,94,21.7295182659334,NA,26.2841640112627,1.8565278867412,82.0463414634146,33.477631717594,1.67991735762004,106.2611564,4.3,181.8145129,989375,NA,2405316866.64118,2.95920036968095,1.74582000067359,22733465,NA,NA,0.1,NA,NA,23.4548083374126,105.9845,NA,NA,NA,7741220,21.1170969777079,NA,2.5,NA,1.86533013697943
"15","Australia","AUS",2013,12.1846,2.27890649460036,NA,99.3,16.0958331735351,NA,155.287571385599,10220.8873013463,5468.39136879598,19.9561676149363,NA,1.855,53997299139.8889,1241350,1576184467015.49,2.58487511083116,66020,44760,1526863169742.69,1035222299693.94,27.8957916614323,15.1774351119229,94,21.2522627313421,NA,25.1279854872757,-0.12417731012772,82.1487804878049,31.4126303336508,1.64953307597667,107.2461548,4.1,176.8117884,NA,NA,2389397584.30219,3.01057352615753,1.721151439989,23128129,NA,NA,0.1,NA,NA,24.4684167942996,105.9939,NA,NA,NA,7741220,21.9581112368817,NA,2.5,NA,1.83817579922612
"16","Australia","AUS",2014,12.0672,2.21622365548348,3.14024390243902,99.7,15.3887660194467,NA,164.427130151661,10071.3989785006,5334.68167873774,21.0394549992806,NA,1.826,63195482811.6136,1244430,1467483705131.74,2.5331154467595,65150,45650,1529420995443.4,1071746498596.55,26.7456350522042,15.9067147124342,94,21.4670353387174,6.8,25.5148167378779,1.4795723343474,82.3,32.500531238075,1.78129495506829,106.2025331,4,164.9852955,NA,NA,2292096913.95343,3.05581479504836,1.49156648912847,23475686,0.7,NA,0.1,NA,NA,24.3755200090083,105.4571,NA,NA,NA,7741220,21.9088787823813,NA,2.5,NA,1.60845510176755
"17","Australia","AUS",2015,11.9498,2.37264411384703,NA,99.7,NA,NA,175.630802474969,NA,5483.81640154023,19.984845509759,NA,1.814,45051418215.3716,1247510,1351693984524.5,2.1926400283338,60500,45330,1440831884837.11,1079583930033.6,26.2706966202778,16.3399424261393,95,21.5095275701541,NA,23.644205561858,-0.549652211548107,82.4,29.3360038988035,1.95845125365234,107.6778349,3.9,148.1965091,NA,NA,2173205676.4563,3.10011259648803,1.43921665259925,23815995,NA,NA,0.1,NA,NA,24.5022008480852,101.5999,0.92526,157.1677,NA,7741220,21.865491896164,NA,2.5,NA,1.55480059894141
"18","Australia","AUS",2016,11.8324,2.40312299408568,NA,NA,NA,66.93,182.650239396028,NA,NA,19.2510570754507,NA,1.752,39225714066.7271,1250590,1208846993739.99,2.77065669252896,54140,46190,1309758713566.01,1117294571875.29,25.37197855862,17.4800278066735,95,21.5265843486597,NA,22.2848726511609,-0.53300469709626,82.4487804878049,32.1530352486942,2.09284952414869,109.4312952,3.8,147.9984555,NA,NA,2055378171.98179,3.14493553058884,1.56194049810399,24190907,NA,NA,0.1,NA,NA,24.8211913670867,100.7444,0.92517,153.0132,NA,7741220,22.1192812248226,28.5918417236676,2.5,NA,1.67739012761928
"19","Australia","AUS",2017,11.715,2.70017412979048,NA,NA,NA,NA,176.245686986321,NA,NA,21.1932001494647,NA,1.765,43394831440.8157,NA,1330135756844.41,2.36761725296472,51600,48280,1269429377797.39,1187766622497.85,24.0707360456605,14.6233723647016,95,20.5767999696081,NA,23.4268357197979,3.74072948446687,82.4975609756098,34.5712080615686,2.00796639339341,111.7080516,3.7,172.4928872,791229,NA,2001928453.24729,3.19836141871706,1.68452310845434,24601860,NA,NA,0.1,NA,NA,24.757615981157,100.339,0.93754,150.3115,NA,7741220,21.915858625435,29.7087937305528,2.5,NA,1.80566369778429
"20","Australia","AUS",2018,NA,2.45518628235345,NA,NA,NA,NA,176.574459312409,NA,NA,21.8046575994119,NA,NA,60951066085.358,NA,1433904348500.12,2.94033358170461,53230,50050,1330436971362.72,1250869341255.01,24.4908858953013,16.7083177315111,95,21.3876035202283,NA,24.1204294332605,1.89461830647863,NA,34.351733469198,1.89155976713945,113.5787106,3.7,175.7199208,NA,NA,1867943805.98731,3.24912948744283,1.57484884368487,24992369,NA,NA,0.1,NA,NA,25.7225333535148,NA,NA,NA,NA,7741220,22.9858152961273,29.7087937305528,2.5,NA,1.70048876404874
"21","Brazil","BRA",2009,68.3124,4.47677399196415,NA,98.9,1.8936200243495,NA,90.4749515676011,2197.12554728151,1240.17728453802,10.8513711314233,281651138432.4,1.818,31480932200,5001131.875,1667019783585.08,-0.125811999414864,8320,12990,1614015615291.7,2519438043833.67,18.7961350502449,14.1561829624485,99,11.2546044679462,3.2,21.8785926286899,7.31348273630748,73.3,17.1966765375445,1.53862567601211,87.36326511,19.6,107.2764694,NA,353690000,2889159500,23.1973271565205,0.96194826263909,193886508,5.4,NA,0.5,NA,NA,23.9755571361405,131.16516,1.04416,96.66548,86.6666666666667,8515770,14.4175315312695,NA,NA,23.4889425989956,1.31357240465584
"22","Brazil","BRA",2010,66.8926,4.11575648758173,NA,98.9,2.14473639509072,NA,93.3887029495729,2374.11665262872,1358.5024160427,10.8655847746965,352364412862.6,1.796,82389933624.1,4984580,2208871646202.82,7.52822583005563,9660,13900,1890905866162.19,2720411219562.08,21.8013215651568,12.0523401660687,99,11.9065933373084,NA,23.2679516203289,8.42333832793074,73.619,17.8123523237019,1.53940698128362,100.6214912,18.7,124.4458032,NA,448670000,3082801866.11,23.4159316546504,0.937956737505973,195713635,NA,NA,0.5,NA,NA,28.2927992220695,NA,NA,NA,83.3333333333333,8515770,13.623447382748,NA,NA,18.3752189034516,1.28360570617036
"23","Brazil","BRA",2011,65.4728,4.34203511988559,NA,99,2.22471194448911,NA,95.1554685973063,2430.8033959668,1367.18809766171,11.5825153248769,404046105342.1,1.781,102427229784.41,4974740,2616200980392.16,3.97442540565854,11080,14670,2188200534356,2897463027103.88,21.8262760943346,10.5755774758681,99,12.3518953217282,3.3,23.102056242361,8.31856504470051,73.921,18.8442708987175,1.41185115924524,118.653296,17.9,134.1584343,NA,821070000,3214602242.94,23.6313981340346,0.915962656318059,197514534,4.7,NA,0.5,NA,NA,28.3873513881682,132.4966,1.02593,95.26338,84.4444444444444,8515770,14.2201263950833,NA,NA,18.7304465826475,1.26632924617998
"24","Brazil","BRA",2012,64.053,4.1683282240444,1.32096802685038,99,2.35854836426703,NA,101.064049187409,2501.47405281669,1413.73335709267,11.8775598368351,440515187632.7,1.771,92568379494.5,4964900,2465188674415.03,1.92115031787357,12360,15180,2463186506759.3,3024655218450.78,21.4172253653349,11.2727771557656,99,13.2367345412855,3.4,22.1336473676777,7.94317879075956,74.209,19.3078933446319,1.37865646470437,124.6058852,17.3,126.330954,15924,1288540000,2784072055.49,23.8434981945744,0.893531057922595,199287296,3.8,NA,0.5,NA,NA,28.8879978974381,134.5204,1.02894,92.99245,78.8888888888889,8515770,13.6514575347955,NA,NA,15.6603007623962,1.23796437590341
