"","Country.Region","date","Confirmed","Deaths","Recovered"
"1","Afghanistan",2020-01-22,0,0,0
"2","Afghanistan",2020-01-23,0,0,0
"3","Afghanistan",2020-01-24,0,0,0
"4","Afghanistan",2020-01-25,0,0,0
"5","Afghanistan",2020-01-26,0,0,0
"6","Afghanistan",2020-01-27,0,0,0
"7","Afghanistan",2020-01-28,0,0,0
"8","Afghanistan",2020-01-29,0,0,0
"9","Afghanistan",2020-01-30,0,0,0
"10","Afghanistan",2020-01-31,0,0,0
"11","Afghanistan",2020-02-01,0,0,0
"12","Afghanistan",2020-02-02,0,0,0
"13","Afghanistan",2020-02-03,0,0,0
"14","Afghanistan",2020-02-04,0,0,0
"15","Afghanistan",2020-02-05,0,0,0
"16","Afghanistan",2020-02-06,0,0,0
"17","Afghanistan",2020-02-07,0,0,0
"18","Afghanistan",2020-02-08,0,0,0
"19","Afghanistan",2020-02-09,0,0,0
"20","Afghanistan",2020-02-10,0,0,0
"21","Afghanistan",2020-02-11,0,0,0
"22","Afghanistan",2020-02-12,0,0,0
"23","Afghanistan",2020-02-13,0,0,0
"24","Afghanistan",2020-02-14,0,0,0
"25","Afghanistan",2020-02-15,0,0,0
"26","Afghanistan",2020-02-16,0,0,0
"27","Afghanistan",2020-02-17,0,0,0
"28","Afghanistan",2020-02-18,0,0,0
"29","Afghanistan",2020-02-19,0,0,0
"30","Afghanistan",2020-02-20,0,0,0
"31","Afghanistan",2020-02-21,0,0,0
"32","Afghanistan",2020-02-22,0,0,0
"33","Afghanistan",2020-02-23,0,0,0
"34","Afghanistan",2020-02-24,1,0,0
"35","Afghanistan",2020-02-25,1,0,0
"36","Afghanistan",2020-02-26,1,0,0
"37","Afghanistan",2020-02-27,1,0,0
"38","Afghanistan",2020-02-28,1,0,0
"39","Afghanistan",2020-02-29,1,0,0
"40","Afghanistan",2020-03-01,1,0,0
"41","Afghanistan",2020-03-02,1,0,0
"42","Afghanistan",2020-03-03,1,0,0
"43","Afghanistan",2020-03-04,1,0,0
"44","Afghanistan",2020-03-05,1,0,0
"45","Afghanistan",2020-03-06,1,0,0
"46","Afghanistan",2020-03-07,1,0,0
"47","Afghanistan",2020-03-08,4,0,0
"48","Afghanistan",2020-03-09,4,0,0
"49","Afghanistan",2020-03-10,5,0,0
"50","Afghanistan",2020-03-11,7,0,0
"51","Afghanistan",2020-03-12,7,0,0
"52","Afghanistan",2020-03-13,7,0,0
"53","Afghanistan",2020-03-14,11,0,0
"54","Afghanistan",2020-03-15,16,0,0
"55","Afghanistan",2020-03-16,21,0,1
"56","Afghanistan",2020-03-17,22,0,1
"57","Afghanistan",2020-03-18,22,0,1
"58","Afghanistan",2020-03-19,22,0,1
"59","Afghanistan",2020-03-20,24,0,1
"60","Afghanistan",2020-03-21,24,0,1
"61","Albania",2020-01-22,0,0,0
"62","Albania",2020-01-23,0,0,0
"63","Albania",2020-01-24,0,0,0
"64","Albania",2020-01-25,0,0,0
"65","Albania",2020-01-26,0,0,0
"66","Albania",2020-01-27,0,0,0
"67","Albania",2020-01-28,0,0,0
"68","Albania",2020-01-29,0,0,0
"69","Albania",2020-01-30,0,0,0
"70","Albania",2020-01-31,0,0,0
"71","Albania",2020-02-01,0,0,0
"72","Albania",2020-02-02,0,0,0
"73","Albania",2020-02-03,0,0,0
"74","Albania",2020-02-04,0,0,0
"75","Albania",2020-02-05,0,0,0
"76","Albania",2020-02-06,0,0,0
"77","Albania",2020-02-07,0,0,0
"78","Albania",2020-02-08,0,0,0
"79","Albania",2020-02-09,0,0,0
"80","Albania",2020-02-10,0,0,0
"81","Albania",2020-02-11,0,0,0
"82","Albania",2020-02-12,0,0,0
"83","Albania",2020-02-13,0,0,0
"84","Albania",2020-02-14,0,0,0
"85","Albania",2020-02-15,0,0,0
"86","Albania",2020-02-16,0,0,0
"87","Albania",2020-02-17,0,0,0
"88","Albania",2020-02-18,0,0,0
"89","Albania",2020-02-19,0,0,0
"90","Albania",2020-02-20,0,0,0
"91","Albania",2020-02-21,0,0,0
"92","Albania",2020-02-22,0,0,0
"93","Albania",2020-02-23,0,0,0
"94","Albania",2020-02-24,0,0,0
"95","Albania",2020-02-25,0,0,0
"96","Albania",2020-02-26,0,0,0
"97","Albania",2020-02-27,0,0,0
"98","Albania",2020-02-28,0,0,0
"99","Albania",2020-02-29,0,0,0
"100","Albania",2020-03-01,0,0,0
"101","Albania",2020-03-02,0,0,0
"102","Albania",2020-03-03,0,0,0
"103","Albania",2020-03-04,0,0,0
"104","Albania",2020-03-05,0,0,0
"105","Albania",2020-03-06,0,0,0
"106","Albania",2020-03-07,0,0,0
"107","Albania",2020-03-08,0,0,0
"108","Albania",2020-03-09,2,0,0
"109","Albania",2020-03-10,10,0,0
"110","Albania",2020-03-11,12,1,0
"111","Albania",2020-03-12,23,1,0
"112","Albania",2020-03-13,33,1,0
"113","Albania",2020-03-14,38,1,0
"114","Albania",2020-03-15,42,1,0
"115","Albania",2020-03-16,51,1,0
"116","Albania",2020-03-17,55,1,0
"117","Albania",2020-03-18,59,2,0
"118","Albania",2020-03-19,64,2,0
"119","Albania",2020-03-20,70,2,0
"120","Albania",2020-03-21,76,2,2
"121","Algeria",2020-01-22,0,0,0
"122","Algeria",2020-01-23,0,0,0
"123","Algeria",2020-01-24,0,0,0
"124","Algeria",2020-01-25,0,0,0
"125","Algeria",2020-01-26,0,0,0
"126","Algeria",2020-01-27,0,0,0
"127","Algeria",2020-01-28,0,0,0
"128","Algeria",2020-01-29,0,0,0
"129","Algeria",2020-01-30,0,0,0
"130","Algeria",2020-01-31,0,0,0
"131","Algeria",2020-02-01,0,0,0
"132","Algeria",2020-02-02,0,0,0
"133","Algeria",2020-02-03,0,0,0
"134","Algeria",2020-02-04,0,0,0
"135","Algeria",2020-02-05,0,0,0
"136","Algeria",2020-02-06,0,0,0
"137","Algeria",2020-02-07,0,0,0
"138","Algeria",2020-02-08,0,0,0
"139","Algeria",2020-02-09,0,0,0
"140","Algeria",2020-02-10,0,0,0
"141","Algeria",2020-02-11,0,0,0
"142","Algeria",2020-02-12,0,0,0
"143","Algeria",2020-02-13,0,0,0
"144","Algeria",2020-02-14,0,0,0
"145","Algeria",2020-02-15,0,0,0
"146","Algeria",2020-02-16,0,0,0
"147","Algeria",2020-02-17,0,0,0
"148","Algeria",2020-02-18,0,0,0
"149","Algeria",2020-02-19,0,0,0
"150","Algeria",2020-02-20,0,0,0
"151","Algeria",2020-02-21,0,0,0
"152","Algeria",2020-02-22,0,0,0
"153","Algeria",2020-02-23,0,0,0
"154","Algeria",2020-02-24,0,0,0
"155","Algeria",2020-02-25,1,0,0
"156","Algeria",2020-02-26,1,0,0
"157","Algeria",2020-02-27,1,0,0
"158","Algeria",2020-02-28,1,0,0
"159","Algeria",2020-02-29,1,0,0
"160","Algeria",2020-03-01,1,0,0
"161","Algeria",2020-03-02,3,0,0
"162","Algeria",2020-03-03,5,0,0
"163","Algeria",2020-03-04,12,0,0
"164","Algeria",2020-03-05,12,0,0
"165","Algeria",2020-03-06,17,0,0
"166","Algeria",2020-03-07,17,0,0
"167","Algeria",2020-03-08,19,0,0
"168","Algeria",2020-03-09,20,0,0
"169","Algeria",2020-03-10,20,0,0
"170","Algeria",2020-03-11,20,0,0
"171","Algeria",2020-03-12,24,1,8
"172","Algeria",2020-03-13,26,2,8
"173","Algeria",2020-03-14,37,3,12
"174","Algeria",2020-03-15,48,4,12
"175","Algeria",2020-03-16,54,4,12
"176","Algeria",2020-03-17,60,4,12
"177","Algeria",2020-03-18,74,7,12
"178","Algeria",2020-03-19,87,9,32
"179","Algeria",2020-03-20,90,11,32
"180","Algeria",2020-03-21,139,15,32
"181","Andorra",2020-01-22,0,0,0
"182","Andorra",2020-01-23,0,0,0
"183","Andorra",2020-01-24,0,0,0
"184","Andorra",2020-01-25,0,0,0
"185","Andorra",2020-01-26,0,0,0
"186","Andorra",2020-01-27,0,0,0
"187","Andorra",2020-01-28,0,0,0
"188","Andorra",2020-01-29,0,0,0
"189","Andorra",2020-01-30,0,0,0
"190","Andorra",2020-01-31,0,0,0
"191","Andorra",2020-02-01,0,0,0
"192","Andorra",2020-02-02,0,0,0
"193","Andorra",2020-02-03,0,0,0
"194","Andorra",2020-02-04,0,0,0
"195","Andorra",2020-02-05,0,0,0
"196","Andorra",2020-02-06,0,0,0
"197","Andorra",2020-02-07,0,0,0
"198","Andorra",2020-02-08,0,0,0
"199","Andorra",2020-02-09,0,0,0
"200","Andorra",2020-02-10,0,0,0
"201","Andorra",2020-02-11,0,0,0
"202","Andorra",2020-02-12,0,0,0
"203","Andorra",2020-02-13,0,0,0
"204","Andorra",2020-02-14,0,0,0
"205","Andorra",2020-02-15,0,0,0
"206","Andorra",2020-02-16,0,0,0
"207","Andorra",2020-02-17,0,0,0
"208","Andorra",2020-02-18,0,0,0
"209","Andorra",2020-02-19,0,0,0
"210","Andorra",2020-02-20,0,0,0
"211","Andorra",2020-02-21,0,0,0
"212","Andorra",2020-02-22,0,0,0
"213","Andorra",2020-02-23,0,0,0
"214","Andorra",2020-02-24,0,0,0
"215","Andorra",2020-02-25,0,0,0
"216","Andorra",2020-02-26,0,0,0
"217","Andorra",2020-02-27,0,0,0
"218","Andorra",2020-02-28,0,0,0
"219","Andorra",2020-02-29,0,0,0
"220","Andorra",2020-03-01,0,0,0
"221","Andorra",2020-03-02,1,0,0
"222","Andorra",2020-03-03,1,0,0
"223","Andorra",2020-03-04,1,0,0
"224","Andorra",2020-03-05,1,0,0
"225","Andorra",2020-03-06,1,0,0
"226","Andorra",2020-03-07,1,0,0
"227","Andorra",2020-03-08,1,0,0
"228","Andorra",2020-03-09,1,0,0
"229","Andorra",2020-03-10,1,0,0
"230","Andorra",2020-03-11,1,0,0
"231","Andorra",2020-03-12,1,0,1
"232","Andorra",2020-03-13,1,0,0
"233","Andorra",2020-03-14,1,0,1
"234","Andorra",2020-03-15,1,0,1
"235","Andorra",2020-03-16,2,0,1
"236","Andorra",2020-03-17,39,0,1
"237","Andorra",2020-03-18,39,0,1
"238","Andorra",2020-03-19,53,0,1
"239","Andorra",2020-03-20,75,0,1
"240","Andorra",2020-03-21,88,0,1
"241","Angola",2020-01-22,0,0,0
"242","Angola",2020-01-23,0,0,0
"243","Angola",2020-01-24,0,0,0
"244","Angola",2020-01-25,0,0,0
"245","Angola",2020-01-26,0,0,0
"246","Angola",2020-01-27,0,0,0
"247","Angola",2020-01-28,0,0,0
"248","Angola",2020-01-29,0,0,0
"249","Angola",2020-01-30,0,0,0
"250","Angola",2020-01-31,0,0,0
"251","Angola",2020-02-01,0,0,0
"252","Angola",2020-02-02,0,0,0
"253","Angola",2020-02-03,0,0,0
"254","Angola",2020-02-04,0,0,0
"255","Angola",2020-02-05,0,0,0
"256","Angola",2020-02-06,0,0,0
"257","Angola",2020-02-07,0,0,0
"258","Angola",2020-02-08,0,0,0
"259","Angola",2020-02-09,0,0,0
"260","Angola",2020-02-10,0,0,0
"261","Angola",2020-02-11,0,0,0
"262","Angola",2020-02-12,0,0,0
"263","Angola",2020-02-13,0,0,0
"264","Angola",2020-02-14,0,0,0
"265","Angola",2020-02-15,0,0,0
"266","Angola",2020-02-16,0,0,0
"267","Angola",2020-02-17,0,0,0
"268","Angola",2020-02-18,0,0,0
"269","Angola",2020-02-19,0,0,0
"270","Angola",2020-02-20,0,0,0
"271","Angola",2020-02-21,0,0,0
"272","Angola",2020-02-22,0,0,0
"273","Angola",2020-02-23,0,0,0
"274","Angola",2020-02-24,0,0,0
"275","Angola",2020-02-25,0,0,0
"276","Angola",2020-02-26,0,0,0
"277","Angola",2020-02-27,0,0,0
"278","Angola",2020-02-28,0,0,0
"279","Angola",2020-02-29,0,0,0
"280","Angola",2020-03-01,0,0,0
"281","Angola",2020-03-02,0,0,0
"282","Angola",2020-03-03,0,0,0
"283","Angola",2020-03-04,0,0,0
"284","Angola",2020-03-05,0,0,0
"285","Angola",2020-03-06,0,0,0
"286","Angola",2020-03-07,0,0,0
"287","Angola",2020-03-08,0,0,0
"288","Angola",2020-03-09,0,0,0
"289","Angola",2020-03-10,0,0,0
"290","Angola",2020-03-11,0,0,0
"291","Angola",2020-03-12,0,0,0
"292","Angola",2020-03-13,0,0,0
"293","Angola",2020-03-14,0,0,0
"294","Angola",2020-03-15,0,0,0
"295","Angola",2020-03-16,0,0,0
"296","Angola",2020-03-17,0,0,0
"297","Angola",2020-03-18,0,0,0
"298","Angola",2020-03-19,0,0,0
"299","Angola",2020-03-20,1,0,0
"300","Angola",2020-03-21,2,0,0
"301","Antigua and Barbuda",2020-01-22,0,0,0
"302","Antigua and Barbuda",2020-01-23,0,0,0
"303","Antigua and Barbuda",2020-01-24,0,0,0
"304","Antigua and Barbuda",2020-01-25,0,0,0
"305","Antigua and Barbuda",2020-01-26,0,0,0
"306","Antigua and Barbuda",2020-01-27,0,0,0
"307","Antigua and Barbuda",2020-01-28,0,0,0
"308","Antigua and Barbuda",2020-01-29,0,0,0
"309","Antigua and Barbuda",2020-01-30,0,0,0
"310","Antigua and Barbuda",2020-01-31,0,0,0
"311","Antigua and Barbuda",2020-02-01,0,0,0
"312","Antigua and Barbuda",2020-02-02,0,0,0
"313","Antigua and Barbuda",2020-02-03,0,0,0
"314","Antigua and Barbuda",2020-02-04,0,0,0
"315","Antigua and Barbuda",2020-02-05,0,0,0
"316","Antigua and Barbuda",2020-02-06,0,0,0
"317","Antigua and Barbuda",2020-02-07,0,0,0
"318","Antigua and Barbuda",2020-02-08,0,0,0
"319","Antigua and Barbuda",2020-02-09,0,0,0
"320","Antigua and Barbuda",2020-02-10,0,0,0
"321","Antigua and Barbuda",2020-02-11,0,0,0
"322","Antigua and Barbuda",2020-02-12,0,0,0
"323","Antigua and Barbuda",2020-02-13,0,0,0
"324","Antigua and Barbuda",2020-02-14,0,0,0
"325","Antigua and Barbuda",2020-02-15,0,0,0
"326","Antigua and Barbuda",2020-02-16,0,0,0
"327","Antigua and Barbuda",2020-02-17,0,0,0
"328","Antigua and Barbuda",2020-02-18,0,0,0
"329","Antigua and Barbuda",2020-02-19,0,0,0
"330","Antigua and Barbuda",2020-02-20,0,0,0
"331","Antigua and Barbuda",2020-02-21,0,0,0
"332","Antigua and Barbuda",2020-02-22,0,0,0
"333","Antigua and Barbuda",2020-02-23,0,0,0
"334","Antigua and Barbuda",2020-02-24,0,0,0
"335","Antigua and Barbuda",2020-02-25,0,0,0
"336","Antigua and Barbuda",2020-02-26,0,0,0
"337","Antigua and Barbuda",2020-02-27,0,0,0
"338","Antigua and Barbuda",2020-02-28,0,0,0
"339","Antigua and Barbuda",2020-02-29,0,0,0
"340","Antigua and Barbuda",2020-03-01,0,0,0
"341","Antigua and Barbuda",2020-03-02,0,0,0
"342","Antigua and Barbuda",2020-03-03,0,0,0
"343","Antigua and Barbuda",2020-03-04,0,0,0
"344","Antigua and Barbuda",2020-03-05,0,0,0
"345","Antigua and Barbuda",2020-03-06,0,0,0
"346","Antigua and Barbuda",2020-03-07,0,0,0
"347","Antigua and Barbuda",2020-03-08,0,0,0
"348","Antigua and Barbuda",2020-03-09,0,0,0
"349","Antigua and Barbuda",2020-03-10,0,0,0
"350","Antigua and Barbuda",2020-03-11,0,0,0
"351","Antigua and Barbuda",2020-03-12,0,0,0
"352","Antigua and Barbuda",2020-03-13,1,0,0
"353","Antigua and Barbuda",2020-03-14,1,0,0
"354","Antigua and Barbuda",2020-03-15,1,0,0
"355","Antigua and Barbuda",2020-03-16,1,0,0
"356","Antigua and Barbuda",2020-03-17,1,0,0
"357","Antigua and Barbuda",2020-03-18,1,0,0
"358","Antigua and Barbuda",2020-03-19,1,0,0
"359","Antigua and Barbuda",2020-03-20,1,0,0
"360","Antigua and Barbuda",2020-03-21,1,0,0
"361","Argentina",2020-01-22,0,0,0
"362","Argentina",2020-01-23,0,0,0
"363","Argentina",2020-01-24,0,0,0
"364","Argentina",2020-01-25,0,0,0
"365","Argentina",2020-01-26,0,0,0
"366","Argentina",2020-01-27,0,0,0
"367","Argentina",2020-01-28,0,0,0
"368","Argentina",2020-01-29,0,0,0
"369","Argentina",2020-01-30,0,0,0
"370","Argentina",2020-01-31,0,0,0
"371","Argentina",2020-02-01,0,0,0
"372","Argentina",2020-02-02,0,0,0
"373","Argentina",2020-02-03,0,0,0
"374","Argentina",2020-02-04,0,0,0
"375","Argentina",2020-02-05,0,0,0
"376","Argentina",2020-02-06,0,0,0
"377","Argentina",2020-02-07,0,0,0
"378","Argentina",2020-02-08,0,0,0
"379","Argentina",2020-02-09,0,0,0
"380","Argentina",2020-02-10,0,0,0
"381","Argentina",2020-02-11,0,0,0
"382","Argentina",2020-02-12,0,0,0
"383","Argentina",2020-02-13,0,0,0
"384","Argentina",2020-02-14,0,0,0
"385","Argentina",2020-02-15,0,0,0
"386","Argentina",2020-02-16,0,0,0
"387","Argentina",2020-02-17,0,0,0
"388","Argentina",2020-02-18,0,0,0
"389","Argentina",2020-02-19,0,0,0
"390","Argentina",2020-02-20,0,0,0
"391","Argentina",2020-02-21,0,0,0
"392","Argentina",2020-02-22,0,0,0
"393","Argentina",2020-02-23,0,0,0
"394","Argentina",2020-02-24,0,0,0
"395","Argentina",2020-02-25,0,0,0
"396","Argentina",2020-02-26,0,0,0
"397","Argentina",2020-02-27,0,0,0
"398","Argentina",2020-02-28,0,0,0
"399","Argentina",2020-02-29,0,0,0
"400","Argentina",2020-03-01,0,0,0
"401","Argentina",2020-03-02,0,0,0
"402","Argentina",2020-03-03,1,0,0
"403","Argentina",2020-03-04,1,0,0
"404","Argentina",2020-03-05,1,0,0
"405","Argentina",2020-03-06,2,0,0
"406","Argentina",2020-03-07,8,0,0
"407","Argentina",2020-03-08,12,1,0
"408","Argentina",2020-03-09,12,1,0
"409","Argentina",2020-03-10,17,1,0
"410","Argentina",2020-03-11,19,1,0
"411","Argentina",2020-03-12,19,1,0
"412","Argentina",2020-03-13,31,2,0
"413","Argentina",2020-03-14,34,2,1
"414","Argentina",2020-03-15,45,2,1
"415","Argentina",2020-03-16,56,2,1
"416","Argentina",2020-03-17,68,2,3
"417","Argentina",2020-03-18,79,2,3
"418","Argentina",2020-03-19,97,3,3
"419","Argentina",2020-03-20,128,3,3
"420","Argentina",2020-03-21,158,4,3
"421","Armenia",2020-01-22,0,0,0
"422","Armenia",2020-01-23,0,0,0
"423","Armenia",2020-01-24,0,0,0
"424","Armenia",2020-01-25,0,0,0
"425","Armenia",2020-01-26,0,0,0
"426","Armenia",2020-01-27,0,0,0
"427","Armenia",2020-01-28,0,0,0
"428","Armenia",2020-01-29,0,0,0
"429","Armenia",2020-01-30,0,0,0
"430","Armenia",2020-01-31,0,0,0
"431","Armenia",2020-02-01,0,0,0
"432","Armenia",2020-02-02,0,0,0
"433","Armenia",2020-02-03,0,0,0
"434","Armenia",2020-02-04,0,0,0
"435","Armenia",2020-02-05,0,0,0
"436","Armenia",2020-02-06,0,0,0
"437","Armenia",2020-02-07,0,0,0
"438","Armenia",2020-02-08,0,0,0
"439","Armenia",2020-02-09,0,0,0
"440","Armenia",2020-02-10,0,0,0
"441","Armenia",2020-02-11,0,0,0
"442","Armenia",2020-02-12,0,0,0
"443","Armenia",2020-02-13,0,0,0
"444","Armenia",2020-02-14,0,0,0
"445","Armenia",2020-02-15,0,0,0
"446","Armenia",2020-02-16,0,0,0
"447","Armenia",2020-02-17,0,0,0
"448","Armenia",2020-02-18,0,0,0
"449","Armenia",2020-02-19,0,0,0
"450","Armenia",2020-02-20,0,0,0
"451","Armenia",2020-02-21,0,0,0
"452","Armenia",2020-02-22,0,0,0
"453","Armenia",2020-02-23,0,0,0
"454","Armenia",2020-02-24,0,0,0
"455","Armenia",2020-02-25,0,0,0
"456","Armenia",2020-02-26,0,0,0
"457","Armenia",2020-02-27,0,0,0
"458","Armenia",2020-02-28,0,0,0
"459","Armenia",2020-02-29,0,0,0
"460","Armenia",2020-03-01,1,0,0
"461","Armenia",2020-03-02,1,0,0
"462","Armenia",2020-03-03,1,0,0
"463","Armenia",2020-03-04,1,0,0
"464","Armenia",2020-03-05,1,0,0
"465","Armenia",2020-03-06,1,0,0
"466","Armenia",2020-03-07,1,0,0
"467","Armenia",2020-03-08,1,0,0
"468","Armenia",2020-03-09,1,0,0
"469","Armenia",2020-03-10,1,0,0
"470","Armenia",2020-03-11,1,0,0
"471","Armenia",2020-03-12,4,0,0
"472","Armenia",2020-03-13,8,0,0
"473","Armenia",2020-03-14,18,0,0
"474","Armenia",2020-03-15,26,0,0
"475","Armenia",2020-03-16,52,0,0
"476","Armenia",2020-03-17,78,0,1
"477","Armenia",2020-03-18,84,0,1
"478","Armenia",2020-03-19,115,0,1
"479","Armenia",2020-03-20,136,0,1
"480","Armenia",2020-03-21,160,0,1
"481","Australia",2020-01-22,0,0,0
"482","Australia",2020-01-23,0,0,0
"483","Australia",2020-01-24,0,0,0
"484","Australia",2020-01-25,0,0,0
"485","Australia",2020-01-26,4,0,0
"486","Australia",2020-01-27,5,0,0
"487","Australia",2020-01-28,5,0,0
"488","Australia",2020-01-29,6,0,0
"489","Australia",2020-01-30,9,0,2
"490","Australia",2020-01-31,9,0,2
"491","Australia",2020-02-01,12,0,2
"492","Australia",2020-02-02,12,0,2
"493","Australia",2020-02-03,12,0,2
"494","Australia",2020-02-04,13,0,2
"495","Australia",2020-02-05,13,0,2
"496","Australia",2020-02-06,14,0,2
"497","Australia",2020-02-07,15,0,2
"498","Australia",2020-02-08,15,0,2
"499","Australia",2020-02-09,15,0,2
"500","Australia",2020-02-10,15,0,2
"501","Australia",2020-02-11,15,0,2
"502","Australia",2020-02-12,15,0,2
"503","Australia",2020-02-13,15,0,8
"504","Australia",2020-02-14,15,0,8
"505","Australia",2020-02-15,15,0,8
"506","Australia",2020-02-16,15,0,8
"507","Australia",2020-02-17,15,0,10
"508","Australia",2020-02-18,15,0,10
"509","Australia",2020-02-19,15,0,10
"510","Australia",2020-02-20,15,0,10
"511","Australia",2020-02-21,19,0,11
"512","Australia",2020-02-22,22,0,11
"513","Australia",2020-02-23,22,0,11
"514","Australia",2020-02-24,22,0,11
"515","Australia",2020-02-25,22,0,11
"516","Australia",2020-02-26,22,0,11
"517","Australia",2020-02-27,23,0,11
"518","Australia",2020-02-28,23,0,11
"519","Australia",2020-02-29,25,0,11
"520","Australia",2020-03-01,27,1,11
"521","Australia",2020-03-02,30,1,11
"522","Australia",2020-03-03,39,1,11
"523","Australia",2020-03-04,52,2,11
"524","Australia",2020-03-05,55,2,21
"525","Australia",2020-03-06,60,2,21
"526","Australia",2020-03-07,63,2,21
"527","Australia",2020-03-08,76,3,21
"528","Australia",2020-03-09,91,3,21
"529","Australia",2020-03-10,107,3,21
"530","Australia",2020-03-11,128,3,21
"531","Australia",2020-03-12,128,3,21
"532","Australia",2020-03-13,200,3,23
"533","Australia",2020-03-14,250,3,23
"534","Australia",2020-03-15,297,3,23
"535","Australia",2020-03-16,377,3,23
"536","Australia",2020-03-17,452,5,23
"537","Australia",2020-03-18,568,6,23
"538","Australia",2020-03-19,681,6,26
"539","Australia",2020-03-20,791,7,26
"540","Australia",2020-03-21,1071,7,26
"541","Austria",2020-01-22,0,0,0
"542","Austria",2020-01-23,0,0,0
"543","Austria",2020-01-24,0,0,0
"544","Austria",2020-01-25,0,0,0
"545","Austria",2020-01-26,0,0,0
"546","Austria",2020-01-27,0,0,0
"547","Austria",2020-01-28,0,0,0
"548","Austria",2020-01-29,0,0,0
"549","Austria",2020-01-30,0,0,0
"550","Austria",2020-01-31,0,0,0
"551","Austria",2020-02-01,0,0,0
"552","Austria",2020-02-02,0,0,0
"553","Austria",2020-02-03,0,0,0
"554","Austria",2020-02-04,0,0,0
"555","Austria",2020-02-05,0,0,0
"556","Austria",2020-02-06,0,0,0
"557","Austria",2020-02-07,0,0,0
"558","Austria",2020-02-08,0,0,0
"559","Austria",2020-02-09,0,0,0
"560","Austria",2020-02-10,0,0,0
"561","Austria",2020-02-11,0,0,0
"562","Austria",2020-02-12,0,0,0
"563","Austria",2020-02-13,0,0,0
"564","Austria",2020-02-14,0,0,0
"565","Austria",2020-02-15,0,0,0
"566","Austria",2020-02-16,0,0,0
"567","Austria",2020-02-17,0,0,0
"568","Austria",2020-02-18,0,0,0
"569","Austria",2020-02-19,0,0,0
"570","Austria",2020-02-20,0,0,0
"571","Austria",2020-02-21,0,0,0
"572","Austria",2020-02-22,0,0,0
"573","Austria",2020-02-23,0,0,0
"574","Austria",2020-02-24,0,0,0
"575","Austria",2020-02-25,2,0,0
"576","Austria",2020-02-26,2,0,0
"577","Austria",2020-02-27,3,0,0
"578","Austria",2020-02-28,3,0,0
"579","Austria",2020-02-29,9,0,0
"580","Austria",2020-03-01,14,0,0
"581","Austria",2020-03-02,18,0,0
"582","Austria",2020-03-03,21,0,0
"583","Austria",2020-03-04,29,0,0
"584","Austria",2020-03-05,41,0,0
"585","Austria",2020-03-06,55,0,0
"586","Austria",2020-03-07,79,0,0
"587","Austria",2020-03-08,104,0,0
"588","Austria",2020-03-09,131,0,2
"589","Austria",2020-03-10,182,0,4
"590","Austria",2020-03-11,246,0,4
"591","Austria",2020-03-12,302,1,4
"592","Austria",2020-03-13,504,1,6
"593","Austria",2020-03-14,655,1,6
"594","Austria",2020-03-15,860,1,6
"595","Austria",2020-03-16,1018,3,6
"596","Austria",2020-03-17,1332,3,1
"597","Austria",2020-03-18,1646,4,9
"598","Austria",2020-03-19,2013,6,9
"599","Austria",2020-03-20,2388,6,9
"600","Austria",2020-03-21,2814,8,9
"601","Azerbaijan",2020-01-22,0,0,0
"602","Azerbaijan",2020-01-23,0,0,0
"603","Azerbaijan",2020-01-24,0,0,0
"604","Azerbaijan",2020-01-25,0,0,0
"605","Azerbaijan",2020-01-26,0,0,0
"606","Azerbaijan",2020-01-27,0,0,0
"607","Azerbaijan",2020-01-28,0,0,0
"608","Azerbaijan",2020-01-29,0,0,0
"609","Azerbaijan",2020-01-30,0,0,0
"610","Azerbaijan",2020-01-31,0,0,0
"611","Azerbaijan",2020-02-01,0,0,0
"612","Azerbaijan",2020-02-02,0,0,0
"613","Azerbaijan",2020-02-03,0,0,0
"614","Azerbaijan",2020-02-04,0,0,0
"615","Azerbaijan",2020-02-05,0,0,0
"616","Azerbaijan",2020-02-06,0,0,0
"617","Azerbaijan",2020-02-07,0,0,0
"618","Azerbaijan",2020-02-08,0,0,0
"619","Azerbaijan",2020-02-09,0,0,0
"620","Azerbaijan",2020-02-10,0,0,0
"621","Azerbaijan",2020-02-11,0,0,0
"622","Azerbaijan",2020-02-12,0,0,0
"623","Azerbaijan",2020-02-13,0,0,0
"624","Azerbaijan",2020-02-14,0,0,0
"625","Azerbaijan",2020-02-15,0,0,0
"626","Azerbaijan",2020-02-16,0,0,0
"627","Azerbaijan",2020-02-17,0,0,0
"628","Azerbaijan",2020-02-18,0,0,0
"629","Azerbaijan",2020-02-19,0,0,0
"630","Azerbaijan",2020-02-20,0,0,0
"631","Azerbaijan",2020-02-21,0,0,0
"632","Azerbaijan",2020-02-22,0,0,0
"633","Azerbaijan",2020-02-23,0,0,0
"634","Azerbaijan",2020-02-24,0,0,0
"635","Azerbaijan",2020-02-25,0,0,0
"636","Azerbaijan",2020-02-26,0,0,0
"637","Azerbaijan",2020-02-27,0,0,0
"638","Azerbaijan",2020-02-28,0,0,0
"639","Azerbaijan",2020-02-29,0,0,0
"640","Azerbaijan",2020-03-01,3,0,0
"641","Azerbaijan",2020-03-02,3,0,0
"642","Azerbaijan",2020-03-03,3,0,0
"643","Azerbaijan",2020-03-04,3,0,0
"644","Azerbaijan",2020-03-05,6,0,0
"645","Azerbaijan",2020-03-06,6,0,0
"646","Azerbaijan",2020-03-07,9,0,0
